Date,Time,All,N,S,,,,,,,,
,09:00,9313,4786,4527,,,,,,,,
,10:00,7678,4027,3651,,,,,,,,
,11:00,7522,3940,3582,,,,,,,,
,12:00,7976,3964,4012,,,,,,,,
,13:00,8281,4103,4178,,,,,,,,
,14:00,8582,4301,4281,,,,,,,,
,15:00,10021,4939,5082,,,,,,,,
,16:00,12323,6021,6302,,,,,,,,
,17:00,11210,5543,5667,,,,,,,,
,18:00,9450,4805,4645,,,,,,,,
,19:00,7109,3629,3480,,,,,,,,
,20:00,5324,2542,2782,,,,,,,,
,21:00,4145,1944,2201,,,,,,,,
,22:00,2948,1322,1626,,,,,,,,
,23:00,1906,772,1134,,,,,,,,
,Total,147414,74521,72893,,,,,,,,
Friday 20 January 2017,00:00,1072,385,687,,,,,,,,
,01:00,505,242,263,,,,,,,,
,02:00,412,210,202,,,,,,,,
,03:00,628,396,232,,,,,,,,
,04:00,1357,935,422,,,,,,,,
,05:00,2334,1352,982,,,,,,,,
,06:00,6008,2921,3087,,,,,,,,
,07:00,10932,5846,5086,,,,,,,,
,08:00,10225,5688,4537,,,,,,,,
,09:00,9038,4732,4306,,,,,,,,
,10:00,7821,4036,3785,,,,,,,,
,11:00,8084,4067,4017,,,,,,,,
,12:00,8653,4410,4243,,,,,,,,
,13:00,9619,4703,4916,,,,,,,,
,14:00,10265,5023,5242,,,,,,,,
,15:00,11508,5672,5836,,,,,,,,
,16:00,11741,6124,5617,,,,,,,,
,17:00,11555,5596,5959,,,,,,,,
,18:00,9102,4803,4299,,,,,,,,
,19:00,7221,3433,3788,,,,,,,,
,20:00,5060,2414,2646,,,,,,,,
,21:00,4005,1844,2161,,,,,,,,
,22:00,3015,1277,1738,,,,,,,,
,23:00,2206,1006,1200,,,,,,,,
,Total,152366,77115,75251,,,,,,,,
Saturday 21 January 2017,00:00,1506,560,946,,,,,,,,
,01:00,736,330,406,,,,,,,,
,02:00,486,263,223,,,,,,,,
,03:00,704,417,287,,,,,,,,
,04:00,1331,915,416,,,,,,,,
,05:00,1618,964,654,,,,,,,,
,06:00,2249,1181,1068,,,,,,,,
,07:00,3355,1832,1523,,,,,,,,
,08:00,4849,2595,2254,,,,,,,,
,09:00,6202,3166,3036,,,,,,,,
,10:00,7200,3675,3525,,,,,,,,
,11:00,8308,4200,4108,,,,,,,,
,12:00,9312,4630,4682,,,,,,,,
,13:00,9480,4669,4811,,,,,,,,
,14:00,9278,4430,4848,,,,,,,,
,15:00,8518,4215,4303,,,,,,,,
,16:00,8563,4218,4345,,,,,,,,
,17:00,7793,3753,4040,,,,,,,,
,18:00,6611,3310,3301,,,,,,,,
,19:00,5096,2569,2527,,,,,,,,
,20:00,3867,1723,2144,,,,,,,,
,21:00,2596,1110,1486,,,,,,,,
,22:00,2152,1040,1112,,,,,,,,
,23:00,1899,818,1081,,,,,,,,
,Total,113709,56583,57126,,,,,,,,
Sunday 22 January 2017,00:00,1378,557,821,,,,,,,,
,01:00,871,397,474,,,,,,,,
,02:00,534,275,259,,,,,,,,
,03:00,661,416,245,,,,,,,,
,04:00,1033,731,302,,,,,,,,
,05:00,1118,647,471,,,,,,,,
,06:00,1413,745,668,,,,,,,,
,07:00,1983,1078,905,,,,,,,,
,08:00,2501,1382,1119,,,,,,,,
,09:00,3699,1917,1782,,,,,,,,
,10:00,5222,2610,2612,,,,,,,,
,11:00,6447,3186,3261,,,,,,,,
,12:00,8197,4013,4184,,,,,,,,
,13:00,9197,4706,4491,,,,,,,,
,14:00,9005,4527,4478,,,,,,,,
,15:00,8754,4378,4376,,,,,,,,
,16:00,8755,4489,4266,,,,,,,,
,17:00,8474,4355,4119,,,,,,,,
,18:00,7387,3675,3712,,,,,,,,
,19:00,6031,2977,3054,,,,,,,,
,20:00,4683,2298,2385,,,,,,,,
,21:00,3456,1629,1827,,,,,,,,
,22:00,2298,1057,1241,,,,,,,,
,23:00,1674,667,1007,,,,,,,,
,Total,104771,52712,52059,,,,,,,,
Monday 23 January 2017,00:00,1132,333,799,,,,,,,,
,01:00,452,163,289,,,,,,,,
,02:00,301,171,130,,,,,,,,
,03:00,485,320,165,,,,,,,,
,04:00,1412,1010,402,,,,,,,,
,05:00,2741,1606,1135,,,,,,,,
,06:00,6343,3119,3224,,,,,,,,
,07:00,11140,5707,5433,,,,,,,,
,08:00,10603,5909,4694,,,,,,,,
,09:00,8940,4718,4222,,,,,,,,
,10:00,7823,4183,3640,,,,,,,,
,11:00,7567,3880,3687,,,,,,,,
,12:00,7783,3924,3859,,,,,,,,
,13:00,8226,4179,4047,,,,,,,,
,14:00,8376,4220,4156,,,,,,,,
,15:00,9406,4648,4758,,,,,,,,
,16:00,11982,5798,6184,,,,,,,,
,17:00,11751,5735,6016,,,,,,,,
,18:00,9095,4569,4526,,,,,,,,
,19:00,5884,2867,3017,,,,,,,,
,20:00,4243,2038,2205,,,,,,,,
,21:00,3249,1447,1802,,,,,,,,
,22:00,2257,1077,1180,,,,,,,,
,23:00,1552,613,939,,,,,,,,
,Total,142743,72234,70509,,,,,,,,
Tuesday 24 January 2017,00:00,1088,356,732,,,,,,,,
,01:00,455,180,275,,,,,,,,
,02:00,342,188,154,,,,,,,,
,03:00,548,352,196,,,,,,,,
,04:00,1305,900,405,,,,,,,,
,05:00,2362,1419,943,,,,,,,,
,06:00,6008,2856,3152,,,,,,,,
,07:00,11008,5696,5312,,,,,,,,
,08:00,10322,5731,4591,,,,,,,,
,09:00,9380,4980,4400,,,,,,,,
,10:00,7800,4134,3666,,,,,,,,
,11:00,7430,3782,3648,,,,,,,,
,12:00,7531,3703,3828,,,,,,,,
,13:00,7895,3915,3980,,,,,,,,
,14:00,8248,4196,4052,,,,,,,,
,15:00,9374,4667,4707,,,,,,,,
,16:00,12107,5858,6249,,,,,,,,
,17:00,11375,5571,5804,,,,,,,,
,18:00,9242,4891,4351,,,,,,,,
,19:00,6362,3213,3149,,,,,,,,
,20:00,4513,2128,2385,,,,,,,,
,21:00,3615,1574,2041,,,,,,,,
,22:00,2524,1170,1354,,,,,,,,
,23:00,1694,684,1010,,,,,,,,
,Total,142528,72144,70384,,,,,,,,
Wednesday 25 January 2017,00:00,926,332,594,,,,,,,,
,01:00,447,185,262,,,,,,,,
,02:00,326,166,160,,,,,,,,
,03:00,545,337,208,,,,,,,,
,04:00,1320,924,396,,,,,,,,
,05:00,2364,1381,983,,,,,,,,
,06:00,6117,2952,3165,,,,,,,,
,07:00,11133,5793,5340,,,,,,,,
,08:00,10552,5880,4672,,,,,,,,
,09:00,9263,4735,4528,,,,,,,,
,10:00,7569,3948,3621,,,,,,,,
,11:00,7356,3712,3644,,,,,,,,
,12:00,7882,3932,3950,,,,,,,,
,13:00,8483,4219,4264,,,,,,,,
,14:00,8285,4268,4017,,,,,,,,
,15:00,9570,4846,4724,,,,,,,,
,16:00,11761,5749,6012,,,,,,,,
,17:00,11950,5883,6067,,,,,,,,
,18:00,9580,4865,4715,,,,,,,,
,19:00,6657,3260,3397,,,,,,,,
,20:00,4785,2317,2468,,,,,,,,
,21:00,3882,1728,2154,,,,,,,,
,22:00,2742,1241,1501,,,,,,,,
,23:00,1634,731,903,,,,,,,,
,Total,145129,73384,71745,,,,,,,,
Thursday 26 January 2017,00:00,1020,355,665,,,,,,,,
,01:00,525,218,307,,,,,,,,
,02:00,367,196,171,,,,,,,,
,03:00,589,377,212,,,,,,,,
,04:00,1234,850,384,,,,,,,,
,05:00,2264,1370,894,,,,,,,,
,06:00,6025,2891,3134,,,,,,,,
,07:00,11233,5863,5370,,,,,,,,
,08:00,10769,5973,4796,,,,,,,,
,09:00,9456,4822,4634,,,,,,,,
,10:00,7982,4099,3883,,,,,,,,
,11:00,7651,3867,3784,,,,,,,,
,12:00,7939,3957,3982,,,,,,,,
,13:00,8548,4342,4206,,,,,,,,
